District,Beds,Nursing_Center,Pop,GDP,GDPpc,Province,Year,Lagged_Beds,Poorer
Suide County,0.23,5,36.52,47.62,13039.43045,Shaanxi,2012,0.19,0
Ningqiang County,0.13,2,33.3,48.5,14564.56456,Shaanxi,2012,0.09,0
Huanglong County,0.02,4,5.18,8.86,17104.2471,Shaanxi,2012,0.02,0
Mei County,0.12,5,32.14,77.19,24016.80149,Shaanxi,2012,0.12,0
Yongshou County,0.05,4,20.84,34.87,16732.24568,Shaanxi,2012,0.05,0
Fugu County,0.13,5,24.39,450.52,184715.0472,Shaanxi,2012,0.12,0
Chunhua County,0.06,2,20.02,42.67,21313.68631,Shaanxi,2012,0.05,0
Qishan County,0.18,15,47.45,134.01,28242.36038,Shaanxi,2012,0.16,0
Mian County,0.15,19,42.63,96.59,22657.75276,Shaanxi,2012,0.12,0
Xunyi County,0.08,10,29.44,86.84,29497.28261,Shaanxi,2012,0.08,0
Fufeng County,0.14,4,44.62,81.85,18343.79202,Shaanxi,2012,0.14,0
Jingyang County,0.16,2,52.94,118.02,22293.16207,Shaanxi,2012,0.13,0
Bin County,0.15,5,35.97,136.18,37859.32722,Shaanxi,2012,0.1,0
Yang County,0.14,11,44.64,73.75,16521.05735,Shaanxi,2012,0.14,0
Feng County,0.05,2,9.99,110.8,110910.9109,Shaanxi,2012,0.05,0
Nanzheng County,0.1,13,55.87,114.9,20565.59871,Shaanxi,2012,0.11,0
Zhouzhi County,0.12,3,67.13,78.28,11660.95635,Shaanxi,2012,0.08,0
Zhenping County,0.02,4,5.96,12,20134.22819,Shaanxi,2012,0.02,0
Shenmu County,0.12,3,42.21,"1,003.89",237832.2672,Shaanxi,2012,0.11,0
Dali County,0.19,10,72.64,100.58,13846.36564,Shaanxi,2012,0.19,0
Luonan County,0.1,10,45.72,70.69,15461.50481,Shaanxi,2012,0.16,0
Zhen'an County,0.1,13,29.89,57.37,19193.71027,Shaanxi,2012,0.09,0
Ningshan County,0.03,10,7.46,18.93,25375.33512,Shaanxi,2012,0.03,0
Shangnan County,0.07,13,24.37,47.39,19446.04021,Shaanxi,2012,0.06,0
Danfeng County,0.09,10,30.92,52.83,17086.02846,Shaanxi,2012,0.09,0
Lueyang County,0.07,7,19.51,60.23,30871.34803,Shaanxi,2012,0.07,0
Chenggu County,0.15,17,53.6,120.3,22444.02985,Shaanxi,2012,0.11,0
Shanyang County,0.15,22,46.63,66.07,14168.98992,Shaanxi,2012,0.11,0
Lan'gao County,0.06,39,17.05,25.56,14991.20235,Shaanxi,2012,0.05,0
Baihe County,0.05,22,20.99,33.91,16155.31205,Shaanxi,2012,0.04,0
Ziyang County,0.06,22,34.35,46.7,13595.34207,Shaanxi,2012,0.05,0
Xunyang County,0.13,30,45.63,84.31,18476.87925,Shaanxi,2012,0.1,0
Hanyin County,0.08,83,30.89,47.42,15351.24636,Shaanxi,2012,0.07,0
Pingli County,0.06,59,23.63,40.21,17016.50444,Shaanxi,2012,0.05,0
Fuping County,0.22,,79.94,100.1,12521.89142,Shaanxi,2012,0.17,0
Jingle County,0.05,3,16.26,19.34,11894.21894,Shanxi,2012,0.04,0
Hequ County,0.05,5,14.83,59.13,39871.88132,Shanxi,2012,0.05,0
Jiaokou County,0.04,2,12.43,40.14,32292.8399,Shanxi,2012,0.04,0
Wenxi County,0.18,1,40.69,94.7,23273.53158,Shanxi,2012,0.18,0
Xing County,0.06,2,31.92,70.43,22064.53634,Shanxi,2012,0.06,0
Daning County,0.02,3,6.6,4.16,6303.030303,Shanxi,2012,0.02,0
Yuanqu County,0.14,5,22.78,34.46,15127.30465,Shanxi,2012,0.14,0
Xi County,0.03,2,10.67,10.11,9475.164011,Shanxi,2012,0.03,0
Jiaocheng County,0.07,1,22.96,73.54,32029.61672,Shanxi,2012,0.07,0
Shilou County,0.03,2,12.39,7.2,5811.138015,Shanxi,2012,0.03,0
Xiangning County,0.07,1,23.6,78.08,33084.74576,Shanxi,2012,0.08,0
Baode County,0.07,2,16.62,72.33,43519.8556,Shanxi,2012,0.09,0
Xia County,0.1,2,36.57,35.71,9764.834564,Shanxi,2012,0.1,0
Fenxi County,0.03,4,14.47,17.17,11865.92951,Shanxi,2012,0.03,0
Ji County,0.03,2,10.62,17.91,16864.40678,Shanxi,2012,0.03,0
Yicheng County,0.11,4,30.95,83.05,26833.60258,Shanxi,2012,0.09,0
Lin County,0.11,1,65.07,38.24,5876.748117,Shanxi,2012,0.1,0
Anze County,0.03,9,8.11,51.13,63045.62269,Shanxi,2012,0.02,0
Pianguan County,0.03,3,11.02,23.73,21533.57532,Shanxi,2012,0.03,0
Gu County,0.03,6,9.1,62.5,68681.31868,Shanxi,2012,0.03,0
Xinjiang County,0.13,4,32.75,63.48,19383.20611,Shanxi,2012,0.13,0
Pinglu County,0.09,7,24.93,29.36,11776.97553,Shanxi,2012,0.09,0
Lan County,0.05,7,19.34,16.12,8335.056877,Shanxi,2012,0.05,0
Fushan County,0.03,6,12.83,38.35,29890.88075,Shanxi,2012,0.03,0
Tianzhen County,0.05,16,21.69,16.97,7823.881973,Shanxi,2012,0.04,0
Fangshan County,0.05,3,15.39,26.61,17290.44834,Shanxi,2012,0.04,0
Guangling County,0.06,12,18.28,17.03,9316.19256,Shanxi,2012,0.06,0
Yonghe County,0.02,4,6.52,5.76,8834.355828,Shanxi,2012,0.02,0
Zhongyang County,0.04,2,15.51,62.3,40167.63378,Shanxi,2012,0.04,0
Yuanping City,0.1,8,49.29,105.2,21343.07162,Shanxi,2012,0.12,0
Quwo County,0.09,5,23.3,96.59,41454.93562,Shanxi,2012,0.08,0
Xiyang County,0.08,6,23.54,51.1,21707.73152,Shanxi,2012,0.08,0
Pu County,0.04,4,10.8,41.21,38157.40741,Shanxi,2012,0.05,0
Yushe County,0.03,6,14.25,23.82,16715.78947,Shanxi,2012,0.02,0
Fanshi County,0.09,5,27.94,58.67,20998.56836,Shanxi,2012,0.08,0
Xiangfen County,0.1,4,48.64,128.61,26441.20066,Shanxi,2012,0.1,0
Ruicheng County,0.13,7,37.51,66.85,17821.91416,Shanxi,2012,0.13,0
Pingding County,0.07,17,31.57,71.72,22717.77003,Shanxi,2012,0.04,0
Jiang County,0.12,5,28.8,52.14,18104.16667,Shanxi,2012,0.12,0
Wutai County,0.06,9,31.99,33.59,10500.1563,Shanxi,2012,0.06,0
Jishan County,0.21,6,35.52,63.75,17947.63514,Shanxi,2012,0.2,0
Dingxiang County,0.05,6,22.27,41.45,18612.48316,Shanxi,2012,0.04,0
Zuoyun County,0.04,8,14.91,34.78,23326.62643,Shanxi,2012,0.04,0
Dai County,0.06,8,20.96,55.24,26354.96183,Shanxi,2012,0.06,0
Kelan County,0.05,10,8.47,14.18,16741.44038,Shanxi,2012,0.04,0
Wenshui County,0.08,4,44.74,56.33,12590.52302,Shanxi,2012,0.08,0
Qi County,0.06,7,27.18,54.95,20217.07138,Shanxi,2012,0.06,0
Shenchi County,0.06,2,10.34,13.65,13201.16054,Shanxi,2012,0.04,0
Taigu County,0.19,10,29.13,60.56,20789.56402,Shanxi,2012,0.17,0
Pingyao County,0.14,10,51.75,92.84,17940.09662,Shanxi,2012,0.13,0
Heshun County,0.05,10,14.09,42.12,29893.54152,Shanxi,2012,0.05,0
Shanyin County,0.06,12,23.73,169.08,71251.58028,Shanxi,2012,0.06,0
Changzhi County,0.06,6,34.35,185.46,53991.26638,Shanxi,2012,0.07,0
Xiaoyi City,0.21,12,48.99,390.5,79710.14493,Shanxi,2012,0.21,0
Ying County,0.1,6,30.91,52.69,17046.26335,Shanxi,2012,0.1,0
Linyi County,0.24,6,55.88,108.03,19332.49821,Shanxi,2012,0.24,0
Datong County,0.03,11,18.43,20.03,10868.14976,Shanxi,2012,0.04,0
Lingchuan County,0.06,10,25.47,30.4,11935.61052,Shanxi,2012,0.05,0
Liulin County,0.08,17,34.23,280.21,81860.9407,Shanxi,2012,0.1,0
Hongdong County,0.14,8,74.54,165.34,22181.37913,Shanxi,2012,0.14,0
Jiexiu City,0.15,11,41.33,151.04,36544.88265,Shanxi,2012,0.13,0
Yanggao County,0.08,12,28.97,23.17,7997.928892,Shanxi,2012,0.07,0
Gujiao City,0.13,1,22.07,32.4,14680.56185,Shanxi,2012,0.12,0
Shouyang County,0.08,8,21.25,111.09,52277.64706,Shanxi,2012,0.08,0
Zezhou County,0.14,11,49.61,217.67,43876.23463,Shanxi,2012,0.13,0
Hunyuan County,0.08,10,35.85,34.13,9520.223152,Shanxi,2012,0.08,0
Lucheng City,0.06,12,22.74,97.06,42682.4978,Shanxi,2012,0.06,0
Qinshui County,0.06,9,20.51,162.74,79346.66017,Shanxi,2012,0.06,0
Houma City,0.14,5,23.8,90.99,38231.09244,Shanxi,2012,0.14,0
Qingxu County,0.06,5,32.05,117.5,36661.46646,Shanxi,2012,0.06,0
Fenyang City,0.12,8,42.27,115.3,27277.02863,Shanxi,2012,0.21,0
Lingqiu County,0.09,14,24.46,33.25,13593.62224,Shanxi,2012,0.07,0
Gaoping City,0.11,10,48.04,234.68,48850.95754,Shanxi,2012,0.1,0
Huairen County,0.09,9,28.87,175.83,60904.05265,Shanxi,2012,0.09,0
Pingshun County,0.04,12,15.46,20.94,13544.63131,Shanxi,2012,0.04,0
Yongji City,0.19,14,44.02,119.91,27239.89096,Shanxi,2012,0.26,0
Huozhou City,0.13,10,30.11,86.59,28757.88774,Shanxi,2012,0.11,0
Youyu County,0.03,11,11.37,43.45,38214.59982,Shanxi,2012,0.03,0
Wuxiang County,0.03,11,21.03,66.27,31512.12553,Shanxi,2012,0.03,0
Zuoquan County,0.04,11,16.37,34,20769.70067,Shanxi,2012,0.04,0
Wanrong County,0.17,10,43.99,51.64,11739.0316,Shanxi,2012,0.1,0
Qin County,0.04,13,17.63,14.94,8474.191719,Shanxi,2012,0.04,0
Hejin City,0.19,14,40.08,184.67,46075.3493,Shanxi,2012,0.19,0
Lingshi County,0.1,7,25.96,174.01,67030.04622,Shanxi,2012,0.1,0
Xiangyuan County,0.11,15,26.39,226.59,85862.06897,Shanxi,2012,0.11,0
Yu County,0.12,11,30.32,134.58,44386.54354,Shanxi,2012,0.12,0
Qinyuan County,0.06,15,15.67,110.87,70753.03127,Shanxi,2012,0.05,0
Changzi County,0.08,22,36.2,96.72,26718.23204,Shanxi,2012,0.06,0
Loufan County,0.03,5,12.64,15.71,12428.79747,Shanxi,2012,0.03,0
Yangcheng County,0.15,14,38.42,160.05,41657.99063,Shanxi,2012,0.15,0
Licheng County,0.06,16,16.84,30.81,18295.72447,Shanxi,2012,0.05,0
Yangqu County,0.1,10,14.95,33.02,22086.95652,Shanxi,2012,0.09,0
Huguan County,0.06,16,29.55,37.91,12829.10321,Shanxi,2012,0.05,0
Tunliu County,0.06,6,26.86,112.35,41827.99702,Shanxi,2012,0.06,0
Wuzhai County,0.04,,11.62,18.79,16170.39587,Shanxi,2012,0.04,0
Ningwu County,0.04,,16.89,40.02,23694.49378,Shanxi,2012,0.04,0
Tashikuergan Tajike County,0.02,1,3.9,7.12,18256.41026,Xinjiang,2012,0.03,0
Tekesi County,0.06,1,17.2,17.04,9906.976744,Xinjiang,2012,0.05,0
Shanshan County,0.09,4,23.13,140.83,60886.29486,Xinjiang,2012,0.09,0
Jimunai County,0.01,1,3.94,5.33,13527.91878,Xinjiang,2012,0.01,0
Minfeng County,0.03,2,3.79,6.23,16437.99472,Xinjiang,2012,0.02,0
Turpan City,0.1,2,27.58,66.52,24118.92676,Xinjiang,2012,0.1,0
Urumqi County,0.01,1,5.99,15.75,26293.82304,Xinjiang,2012,0.01,0
Mulei Kazak Autonomous County,0.04,2,8.95,20.97,23430.1676,Xinjiang,2012,0.04,0
Tuoli County,0.02,1,10.02,35.72,35648.70259,Xinjiang,2012,0.02,0
Buerjin County,0.03,4,7.12,14.68,20617.97753,Xinjiang,2012,0.03,0
Qiemo County,0.05,1,6.34,18.22,28738.17035,Xinjiang,2012,0.05,0
Zhaosu County,0.05,3,18.91,29.59,15647.80539,Xinjiang,2012,0.06,0
Wusu City,0.13,1,22.89,124.68,54469.20052,Xinjiang,2012,0.13,0
Keping County,0.02,1,5.13,6.84,13333.33333,Xinjiang,2012,0.02,0
Emin County,0.05,1,21.92,55.9,25501.82482,Xinjiang,2012,0.05,0
Heshuo County,0.02,1,7.55,22.51,29814.56954,Xinjiang,2012,0.02,0
Yumin County,0.02,1,5.95,11.94,20067.22689,Xinjiang,2012,0.02,0
Ruoqiang County,0.02,2,3.41,60.02,176011.7302,Xinjiang,2012,0.02,0
Jimusar County,0.05,3,14.1,48.13,34134.75177,Xinjiang,2012,0.05,0
Qinghe County,0.02,4,6.34,10.43,16451.1041,Xinjiang,2012,0.02,0
Fuhai County,0.03,2,7.45,28.06,37664.42953,Xinjiang,2012,0.04,0
Yining County,0.13,3,42.73,53.36,12487.71355,Xinjiang,2012,0.13,0
Akesu City,0.35,5,49.5,123.99,25048.48485,Xinjiang,2012,0.34,0
Hutubi County,0.09,5,21.73,106.87,49180.85596,Xinjiang,2012,0.1,0
Bohu County,0.02,1,6.13,18,29363.78467,Xinjiang,2012,0.02,0
Shaya County,0.07,4,26.39,39.42,14937.47632,Xinjiang,2012,0.07,0
Habahe County,0.02,4,8.69,39.38,45316.4557,Xinjiang,2012,0.03,0
Chabur Xibo Autonomous County,0.06,1,19.43,32.78,16870.81832,Xinjiang,2012,0.05,0
Tumushuke City,0.06,2,15.96,36.17,22662.90727,Xinjiang,2012,0.05,0
Fukang City,0.06,4,16.86,120.95,71737.84104,Xinjiang,2012,0.06,0
Yanqi Hui Autonomous County,0.07,9,16.43,45.82,27888.00974,Xinjiang,2012,0.06,0
Wujiaqu City,0.08,3,9.07,94.33,104002.2051,Xinjiang,2012,0.08,0
Luopu County,0.81,8,25.25,15.71,6221.782178,Xinjiang,2012,0.1,0
Wuqia County,0.04,2,5.87,10.63,18109.02896,Xinjiang,2012,0.04,0
Pishan County,0.09,15,27.03,16.03,5930.447651,Xinjiang,2012,0.09,0
Shule County,0.04,4,34.48,49.76,14431.55452,Xinjiang,2012,0.11,0
Maigaiti County,0.07,10,26.26,25.19,9592.536177,Xinjiang,2012,0.07,0
Bachu County,0.06,10,34.32,45.25,13184.73193,Xinjiang,2012,0.17,0
Fuyun County,0.04,3,9.52,46.35,48686.97479,Xinjiang,2012,0.04,0
Yiwu County,0.02,2,2.27,22.43,98810.57269,Xinjiang,2012,0.02,0
Atushi City,0.18,2,25.44,27.97,10994.49686,Xinjiang,2012,0.18,0
Xinhe County,0.07,4,17.31,25.28,14604.27499,Xinjiang,2012,0.06,0
Huocheng County,0.11,5,40.75,73.8,18110.42945,Xinjiang,2012,0.12,0
Aheqi County,0.02,3,4.26,5.87,13779.34272,Xinjiang,2012,0.02,0
Yuepuhu County,0.07,6,16.33,20.87,12780.15922,Xinjiang,2012,0.05,0
Tacheng City,0.09,3,16.94,58.76,34687.13105,Xinjiang,2012,0.09,0
Arletai City,0.15,1,23.28,45.37,19488.83162,Xinjiang,2012,0.11,0
Cele County,0.08,9,15.63,11.12,7114.523353,Xinjiang,2012,0.08,0
Jinghe County,0.05,2,14.43,42.62,29535.68954,Xinjiang,2012,0.05,0
Hejing County,0.06,3,19.77,65.08,32918.56348,Xinjiang,2012,0.06,0
Luntai County,0.07,8,11.63,46.58,40051.59071,Xinjiang,2012,0.07,0
Wensu County,0.08,9,24.76,47.15,19042.81099,Xinjiang,2012,0.08,0
Wenquan County,0.03,2,7.46,16,21447.72118,Xinjiang,2012,0.02,0
Hebukesaier Mongolia Autonomous County,0.04,3,5.42,33.49,61789.6679,Xinjiang,2012,0.03,0
Aketao County,0.08,4,20.5,16.29,7946.341463,Xinjiang,2012,0.07,0
Gongliu County,0.06,3,20.45,29.29,14322.73839,Xinjiang,2012,0.06,0
Nileke County,0.07,4,18.69,35.7,19101.1236,Xinjiang,2012,0.05,0
Qitai County,0.09,4,24.05,85.24,35442.82744,Xinjiang,2012,0.09,0
Shawan County,0.08,5,21.64,139.45,64440.85028,Xinjiang,2012,0.08,0
Balikun Kazak Autonomous County,0.03,2,10.41,36.37,34937.56004,Xinjiang,2012,0.03,0
Zepu County,0.08,13,21.1,30.57,14488.15166,Xinjiang,2012,0.06,0
Shufu County,0.09,13,33.85,32.77,9680.945347,Xinjiang,2012,0.08,0
Xinyuan County,0.1,5,31.6,70.15,22199.36709,Xinjiang,2012,0.1,0
Jiashi County,0.11,3,40.82,44.87,10992.16071,Xinjiang,2012,0.09,0
Kashi City,0.48,9,48.61,132.15,27185.76425,Xinjiang,2012,0.46,0
Hetian City,0.37,9,33.1,41.07,12407.85498,Xinjiang,2012,0.32,0
Yecheng County,0.2,18,47.44,50.53,10651.34907,Xinjiang,2012,0.11,0
Yining City,0.34,7,51.53,136.8,26547.64215,Xinjiang,2012,0.33,0
Hetian County,0.11,10,27.95,19.08,6826.47585,Xinjiang,2012,0.11,0
Tuokexun County,0.04,1,11.82,40.05,33883.24873,Xinjiang,2012,0.04,0
Ma'nasi County,0.06,1,17.49,133.82,76512.29274,Xinjiang,2012,0.07,0
Bole City,0.11,4,26.56,63.69,23979.66867,Xinjiang,2012,0.08,0
Yutian County,0.2,13,25.74,15.48,6013.986014,Xinjiang,2012,0.11,0
Moyu County,0.24,17,53.86,25.36,4708.503528,Xinjiang,2012,0.23,0
Yingjisha County,0.07,12,28.54,20.98,7351.086195,Xinjiang,2012,0.09,0
Awati County,0.06,9,24.58,42.8,17412.53051,Xinjiang,2012,0.06,0
Changji City,0.45,8,37.04,260.26,70264.57883,Xinjiang,2012,0.36,0
Kuitun City,0.25,7,30.44,105.86,34776.60972,Xinjiang,2012,0.21,0
Baicheng County,0.09,7,23.19,43.07,18572.66063,Xinjiang,2012,0.09,0
Weili County,0.03,4,11.06,39.89,36066.90778,Xinjiang,2012,0.03,0
Shache County,0.33,23,79.48,57.43,7225.717162,Xinjiang,2012,0.22,0
Wushi County,0.06,7,21.76,21.21,9747.242647,Xinjiang,2012,0.06,0
Kuche County,0.19,6,47.06,129.67,27554.18615,Xinjiang,2012,0.18,0
Korla City,0.33,14,55.15,592.11,107363.5539,Xinjiang,2012,0.32,0
Hami City,0.3,8,46.55,209.44,44992.4812,Xinjiang,2012,0.3,0
Shihezi City,0.38,23,62,290.41,46840.32258,Xinjiang,2012,0.49,0
Alaer City,0.07,,18.66,92.64,49646.30225,Xinjiang,2012,0.07,0
